,hash_sample,offset,covariates_beta,drift_beta,name,age,filename,y_pred,y_drift,predicted_age,euclidean,cosine,identity_grouping_distance,orig_TP,orig_FN,virtual_TP,virtual_FN,stat_TP,stat_FP,stat_undefined
147,148,0.01,0,1,RomanPolanski,73,4918_RomanPolanski_73_m.jpg,HelenHayes,HelenHayes,3,12.27155781,0.056372676,-9615.990857,0,1,0,1,0,0,1
148,149,0.01,0,1,RomanPolanski,76,4921_RomanPolanski_76_m.jpg,RomanPolanski,RoyScheider,1.38,12.67721462,-0.034140214,-7879.032921,1,0,0,1,0,1,0
149,150,0.01,0,1,WarrenBeatty,23,4993_WarrenBeatty_23_m.jpg,MireilleDarc,MireilleDarc,-2,9.576560974,0.339458585,4116.764324,0,1,0,1,0,0,1
150,151,0.01,0,1,WarrenBeatty,57,5009_WarrenBeatty_57_m.jpg,WarrenBeatty,PeterFalk,1.6,6.011562347,0.555328727,3463.627878,1,0,0,1,0,1,0
151,152,0.01,0,1,WarrenBeatty,75,5023_WarrenBeatty_75_m.jpg,WarrenBeatty,PeterFalk,-1.34,12.81369781,0.03582073,-4940.916274,1,0,0,1,0,1,0
152,153,0.01,0,1,WarrenBeatty,42,5028_WarrenBeatty_42_m.jpg,HelenHayes,HelenHayes,1.65,10.22978783,0.219159201,-757.638215,0,1,0,1,0,0,1
153,154,0.01,0,1,AnthonyHopkins,32,5067_AnthonyHopkins_32_m.jpg,AnthonyHopkins,AnthonyHopkins,-0.75,13.96377277,0.013873448,16210.27215,1,0,1,0,1,0,0
154,155,0.01,0,1,AnthonyHopkins,54,5079_AnthonyHopkins_54_m.jpg,AnthonyHopkins,TomJones,-0.93,10.86562824,0.176246271,-6080.08958,1,0,0,1,0,1,0
155,156,0.01,0,1,AnthonyHopkins,72,5096_AnthonyHopkins_72_m.jpg,AnthonyHopkins,TomJones,0.99,10.78605747,0.107176788,-3951.465342,1,0,0,1,0,1,0
156,157,0.01,0,1,AnthonyHopkins,76,5109_AnthonyHopkins_76_m.jpg,AnthonyHopkins,TomJones,-0.64,11.13559437,0.33143118,4095.861354,1,0,0,1,0,1,0
157,158,0.01,0,1,PeterFalk,39,5594_PeterFalk_39_m.jpg,PeterFalk,PeterFalk,3.63,9.868190765,0.250822842,-5746.727994,1,0,1,0,1,0,0
158,159,0.01,0,1,PeterFalk,47,5601_PeterFalk_47_m.jpg,PeterFalk,PeterFalk,-1.25,13.00948238,-0.002688928,115.936343,1,0,1,0,1,0,0
159,160,0.01,0,1,PeterFalk,68,5617_PeterFalk_68_m.jpg,PeterFalk,PeterFalk,-1.4,7.598165035,0.170745432,-2777.707163,1,0,1,0,1,0,0
160,161,0.01,0,1,PeterFalk,74,5621_PeterFalk_74_m.jpg,PeterFalk,PeterFalk,1.09,12.91131306,-0.085830316,6024.766451,1,0,1,0,1,0,0
161,162,0.01,0,1,PeterFalk,83,5630_PeterFalk_83_m.jpg,PeterFalk,PeterFalk,2.07,13.09546089,-0.066765241,1367.329803,1,0,1,0,1,0,0
162,163,0.01,0,1,BenGazzara,32,5770_BenGazzara_32_m.jpg,BenGazzara,BenGazzara,1.37,11.15370178,0.036937807,5072.773727,1,0,1,0,1,0,0
163,164,0.01,0,1,BenGazzara,73,5792_BenGazzara_73_m.jpg,BenGazzara,BenGazzara,-2.36,13.54595661,0.001380604,-5924.902971,1,0,1,0,1,0,0
164,165,0.01,0,1,HerbertLom,40,5849_HerbertLom_40_m.jpg,HerbertLom,HerbertLom,-4.17,12.80991173,0.097250506,-5424.016312,1,0,1,0,1,0,0
165,166,0.01,0,1,HerbertLom,61,5864_HerbertLom_61_m.jpg,HerbertLom,HerbertLom,0.34,14.37567139,-0.048761368,-8162.485159,1,0,1,0,1,0,0
166,167,0.01,0,1,HerbertLom,81,5876_HerbertLom_81_m.jpg,HerbertLom,HerbertLom,-2.76,11.21529198,0.252108842,-9950.246277,1,0,1,0,1,0,0
167,168,0.01,0,1,HerbertLom,93,5881_HerbertLom_93_m.jpg,HerbertLom,FrancesDee,-0.49,14.35270786,-0.079063497,5461.831278,1,0,0,1,0,1,0
168,169,0.01,0,1,DirkBogarde,29,6230_DirkBogarde_29_m.jpg,DirkBogarde,DanielleDarrieux,-5.31,11.81748772,0.017039269,7141.336396,1,0,0,1,0,1,0
169,170,0.01,0,1,DirkBogarde,31,6231_DirkBogarde_31_m.jpg,DirkBogarde,DanielleDarrieux,2.17,9.752813339,-0.019416755,-4432.87586,1,0,0,1,0,1,0
170,171,0.01,0,1,DirkBogarde,42,6245_DirkBogarde_42_m.jpg,DirkBogarde,DanielleDarrieux,-1.04,5.982429028,0.510167778,-4806.311625,1,0,0,1,0,1,0
171,172,0.01,0,1,DirkBogarde,43,6246_DirkBogarde_43_m.jpg,DirkBogarde,DanielleDarrieux,1.1,8.128316879,0.363551021,3541.392946,1,0,0,1,0,1,0
172,173,0.01,0,1,DirkBogarde,56,6255_DirkBogarde_56_m.jpg,DirkBogarde,DanielleDarrieux,2.35,13.04900646,0.065146491,13423.11697,1,0,0,1,0,1,0
173,174,0.01,0,1,DirkBogarde,67,6262_DirkBogarde_67_m.jpg,DirkBogarde,DanielleDarrieux,0.19,13.5311203,-0.031724587,-2724.496092,1,0,0,1,0,1,0
174,175,0.01,0,1,JohnnyCash,10,6472_JohnnyCash_10_m.jpg,HelenHayes,HelenHayes,-5.58,11.89133167,0.19662635,-821.9519019,0,1,0,1,0,0,1
175,176,0.01,0,1,JohnnyCash,40,6485_JohnnyCash_40_m.jpg,JohnnyCash,JeanetteMacDonald,-2.03,13.99913311,0.163159385,5814.596465,1,0,0,1,0,1,0
176,177,0.01,0,1,JohnnyCash,69,6493_JohnnyCash_69_m.jpg,JohnnyCash,JeanetteMacDonald,3.33,13.84044838,-0.086658187,-14398.22116,1,0,0,1,0,1,0
177,178,0.01,0,1,JohnnyCash,29,6494_JohnnyCash_29_m.jpg,JohnnyCash,JeanetteMacDonald,1.48,12.96488857,0.081276178,6393.965213,1,0,0,1,0,1,0
178,179,0.01,0,1,JohnnyCash,35,6497_JohnnyCash_35_m.jpg,JohnnyCash,JeanetteMacDonald,-2,9.118976593,0.136184916,4835.582839,1,0,0,1,0,1,0
179,180,0.01,0,1,PeterGraves,34,6676_PeterGraves_34_m.jpg,PeterGraves,DyanCannon,6.46,12.62510777,0.151334435,10938.62267,1,0,0,1,0,1,0
180,181,0.01,0,1,PeterGraves,41,6681_PeterGraves_41_m.jpg,PeterGraves,DyanCannon,1.13,12.37900257,0.208335385,-3943.511635,1,0,0,1,0,1,0
181,182,0.01,0,1,PeterGraves,43,6682_PeterGraves_43_m.jpg,WarrenBeatty,WarrenBeatty,3.37,7.535209179,0.31160593,-793.4329491,0,1,0,1,0,0,1
182,183,0.01,0,1,PeterGraves,82,6698_PeterGraves_82_m.jpg,PeterGraves,DyanCannon,-1.84,12.76131535,0.018678367,3739.549017,1,0,0,1,0,1,0
183,184,0.01,0,1,PeterGraves,46,6700_PeterGraves_46_m.jpg,PeterGraves,DyanCannon,-1.16,12.52963066,0.003682978,122.2231096,1,0,0,1,0,1,0
184,185,0.01,0,1,PeterGraves,54,6703_PeterGraves_54_m.jpg,PeterGraves,DyanCannon,-2.02,11.76095676,-0.051323324,-9359.262524,1,0,0,1,0,1,0
185,186,0.01,0,1,RoyScheider,39,6792_RoyScheider_39_m.jpg,RoyScheider,RoyScheider,-0.79,12.60680485,-0.01843694,265.8622169,1,0,1,0,1,0,0
186,187,0.01,0,1,RoyScheider,56,6806_RoyScheider_56_m.jpg,RoyScheider,RoyScheider,-1.6,13.55781651,0.021116788,-2520.431087,1,0,1,0,1,0,0
187,188,0.01,0,1,RoyScheider,65,6811_RoyScheider_65_m.jpg,RoyScheider,RoyScheider,1.41,9.306231499,0.270308852,2836.033242,1,0,1,0,1,0,0
188,189,0.01,0,1,ChristopherWalken,29,6992_ChristopherWalken_29_m.jpg,ChristopherWalken,MarcelloMastroianni,4.02,12.73141003,0.165566415,860.7165885,1,0,0,1,0,1,0
189,190,0.01,0,1,ChristopherWalken,50,7012_ChristopherWalken_50_m.jpg,MickJagger,MickJagger,0.56,10.33812714,0.074995503,-4739.163647,0,1,0,1,0,0,1
190,191,0.01,0,1,ChristopherWalken,56,7016_ChristopherWalken_56_m.jpg,ChristopherWalken,MarcelloMastroianni,-0.92,13.75917244,0.006746512,-2557.691419,1,0,0,1,0,1,0
191,192,0.01,0,1,GladysCooper,15,7098_GladysCooper_15_m.jpg,GladysCooper,GladysCooper,-1.32,13.94519234,-0.06155967,1532.320429,1,0,1,0,1,0,0
192,193,0.01,0,1,GladysCooper,74,7121_GladysCooper_74_m.jpg,GladysCooper,GladysCooper,-2.73,13.77935886,-0.13525185,957.4045706,1,0,1,0,1,0,0
193,194,0.01,0,1,MickeyRooney,8,7401_MickeyRooney_8_m.jpg,MickJagger,MickJagger,1.54,7.458295822,0.439609617,-516.8371623,0,1,0,1,0,0,1
194,195,0.01,0,1,MickeyRooney,10,7402_MickeyRooney_10_m.jpg,HelenHayes,HelenHayes,2.11,8.862836838,0.382909119,8997.508381,0,1,0,1,0,0,1
195,196,0.01,0,1,MickeyRooney,23,7410_MickeyRooney_23_m.jpg,MickeyRooney,AngelaLansbury,-2.77,13.56242371,0.040999424,-4553.527849,1,0,0,1,0,1,0
196,197,0.01,0,1,MickeyRooney,33,7416_MickeyRooney_33_m.jpg,KevinBacon,KevinBacon,-5.85,8.098056793,0.313566267,3981.115972,0,1,0,1,0,0,1
197,198,0.01,0,1,MickeyRooney,63,7431_MickeyRooney_63_m.jpg,MickeyRooney,MickeyRooney,0.98,13.22199631,0.252614886,-8495.203017,1,0,1,0,1,0,0
198,199,0.01,0,1,MickeyRooney,77,7436_MickeyRooney_77_m.jpg,MickeyRooney,AngelaLansbury,1.09,13.05488968,0.029339762,4699.230825,1,0,0,1,0,1,0
199,200,0.01,0,1,MickeyRooney,78,7437_MickeyRooney_78_m.jpg,MickeyRooney,AngelaLansbury,0.87,12.30230522,0.128708273,-9496.681055,1,0,0,1,0,1,0
200,201,0.01,0,1,AlbertoSordi,45,7764_AlbertoSordi_45_m.jpg,AlbertoSordi,AlbertoSordi,0.87,10.42222214,0.074540891,-2509.935724,1,0,1,0,1,0,0
201,202,0.01,0,1,AlbertoSordi,50,7766_AlbertoSordi_50_m.jpg,AlbertoSordi,AlbertoSordi,-1.24,6.765782356,0.498289496,-1472.524026,1,0,1,0,1,0,0
202,203,0.01,0,1,AlbertoSordi,76,7779_AlbertoSordi_76_m.jpg,AlbertoSordi,AlbertoSordi,-2.59,12.58026218,0.086786062,13752.81697,1,0,1,0,1,0,0
203,204,0.01,0,1,RichardCrenna,18,8305_RichardCrenna_18_m.jpg,RichardCrenna,AngelaLansbury,2.13,13.42273617,-0.03840014,4160.489153,1,0,0,1,0,1,0
204,205,0.01,0,1,RichardCrenna,28,8308_RichardCrenna_28_m.jpg,HelenHayes,HelenHayes,-0.67,8.917534828,0.247435912,2139.979449,0,1,0,1,0,0,1
205,206,0.01,0,1,RichardCrenna,64,8338_RichardCrenna_64_m.jpg,RichardCrenna,AngelaLansbury,2.16,12.80504799,-0.017766008,-321.5705363,1,0,0,1,0,1,0
206,207,0.01,0,1,PaulAnka,65,85_PaulAnka_65_m.jpg,PaulAnka,PaulAnka,-3.27,12.90575409,0.06026813,-1424.88087,1,0,1,0,1,0,0
207,208,0.01,0,1,ArnoldSchwarzenegger,32,8825_ArnoldSchwarzenegger_32_m.jpg,ArnoldSchwarzenegger,HelenHayes,3.61,13.22585011,0.109313071,-5153.46637,1,0,0,1,0,1,0
208,209,0.01,0,1,ArnoldSchwarzenegger,41,8833_ArnoldSchwarzenegger_41_m.jpg,MickJagger,MickJagger,-2.33,7.276173592,0.369173974,5329.061163,0,1,0,1,0,0,1
209,210,0.01,0,1,ArnoldSchwarzenegger,54,8843_ArnoldSchwarzenegger_54_m.jpg,ArnoldSchwarzenegger,HelenHayes,3.85,12.25517178,0.204388931,-1075.076043,1,0,0,1,0,1,0
210,211,0.01,0,1,ArnoldSchwarzenegger,61,8852_ArnoldSchwarzenegger_61_m.jpg,ArnoldSchwarzenegger,HelenHayes,-1.23,13.26459789,0.078818887,-1899.522475,1,0,0,1,0,1,0
211,212,0.01,0,1,PaulAnka,67,88_PaulAnka_67_m.jpg,PaulAnka,EvaMarieSaint,-0.85,14.01973343,0.113214701,324.3560327,1,0,0,1,0,1,0
212,213,0.01,0,1,FredMacMurray,28,8948_FredMacMurray_28_m.jpg,FredMacMurray,EdwardGRobinson,-0.96,12.78162479,0.117710166,-6309.219177,1,0,0,1,0,1,0
213,214,0.01,0,1,FredMacMurray,31,8950_FredMacMurray_31_m.jpg,FredMacMurray,EdwardGRobinson,2.38,11.00174809,0.087643027,4104.390955,1,0,0,1,0,1,0
214,215,0.01,0,1,FredMacMurray,51,8964_FredMacMurray_51_m.jpg,FredMacMurray,EdwardGRobinson,-3.34,9.558038712,0.36220324,1990.656055,1,0,0,1,0,1,0
215,216,0.01,0,1,FredMacMurray,74,8978_FredMacMurray_74_m.jpg,FredMacMurray,EdwardGRobinson,2.17,11.8885498,0.242932856,5156.687233,1,0,0,1,0,1,0
216,217,0.01,0,1,JeanClaudeVanDamme,28,9043_JeanClaudeVanDamme_28_m.jpg,JeanClaudeVanDamme,MichelPiccoli,-2.87,11.79416752,0.202144027,10928.51499,1,0,0,1,0,1,0
217,218,0.01,0,1,JeanClaudeVanDamme,44,9062_JeanClaudeVanDamme_44_m.jpg,JeanClaudeVanDamme,MichelPiccoli,3.5,12.99232388,-0.027822167,-206.6824181,1,0,0,1,0,1,0
218,219,0.01,0,1,JeanClaudeVanDamme,51,9066_JeanClaudeVanDamme_51_m.jpg,JeanClaudeVanDamme,MichelPiccoli,-1.06,10.38480949,0.229380906,4947.562943,1,0,0,1,0,1,0
219,220,0.01,0,1,JeanClaudeVanDamme,52,9068_JeanClaudeVanDamme_52_m.jpg,JeanClaudeVanDamme,MichelPiccoli,-0.87,13.18486023,0.185419202,2411.812007,1,0,0,1,0,1,0
220,221,0.01,0,1,JeanClaudeVanDamme,43,9072_JeanClaudeVanDamme_43_m.jpg,JeanClaudeVanDamme,MichelPiccoli,-1.02,6.6133008,0.420913428,9060.430653,1,0,0,1,0,1,0
221,222,0.01,0,1,JeanClaudeVanDamme,53,9079_JeanClaudeVanDamme_53_m.jpg,JeanClaudeVanDamme,MichelPiccoli,2.09,12.63676357,-0.042646777,-5339.050205,1,0,0,1,0,1,0
222,223,0.01,0,1,PaulAnka,70,90_PaulAnka_70_m.jpg,PaulAnka,EvaMarieSaint,0.69,13.23632145,0.071053356,-1557.514037,1,0,0,1,0,1,0
223,224,0.01,0,1,MarcelloMastroianni,28,9570_MarcelloMastroianni_28_m.jpg,MarcelloMastroianni,MarcelloMastroianni,-1.08,6.689625263,0.459387869,-823.8206259,1,0,1,0,1,0,0
224,225,0.01,0,1,MarcelloMastroianni,32,9574_MarcelloMastroianni_32_m.jpg,MarcelloMastroianni,MarcelloMastroianni,1.21,12.97147369,0.022197755,3576.396361,1,0,1,0,1,0,0
225,226,0.01,0,1,MarcelloMastroianni,65,9602_MarcelloMastroianni_65_m.jpg,MarcelloMastroianni,MarcelloMastroianni,-0.72,14.00021362,0.009371684,5029.5011,1,0,1,0,1,0,0
226,227,0.01,0,1,MarcelloMastroianni,71,9608_MarcelloMastroianni_71_m.jpg,MarcelloMastroianni,MarcelloMastroianni,0.68,14.10899258,-0.214331612,-8699.306671,1,0,1,0,1,0,0
227,228,0.01,0,1,DorisDay,48,9701_DorisDay_48_f.jpg,DorisDay,BenGazzara,1.98,12.8903532,0.03204925,-8079.104914,1,0,0,1,0,1,0
228,229,0.01,0,1,DorisDay,38,9707_DorisDay_38_f.jpg,DorisDay,BenGazzara,-2.69,12.5134201,-0.035620485,3793.620344,1,0,0,1,0,1,0
229,230,0.01,0,1,DorisDay,29,9715_DorisDay_29_f.jpg,DorisDay,BenGazzara,1.75,11.36684322,0.192404762,-4145.030738,1,0,0,1,0,1,0
230,231,0.01,0,1,DorisDay,36,9722_DorisDay_36_f.jpg,DorisDay,BenGazzara,1.81,14.07643127,-0.036927577,-2069.678762,1,0,0,1,0,1,0
231,232,0.01,0,1,DorisDay,46,9729_DorisDay_46_f.jpg,MickJagger,MickJagger,-2.24,6.723119736,0.124976583,-9802.747897,0,1,0,1,0,0,1
232,233,0.01,0,1,DorisDay,65,9737_DorisDay_65_f.jpg,DorisDay,BenGazzara,-0.17,10.03373718,0.267972976,-382.2329042,1,0,0,1,0,1,0
233,234,0.01,0,1,DorisDay,68,9740_DorisDay_68_f.jpg,DorisDay,BenGazzara,-2.67,12.18116093,0.165965691,-7262.777656,1,0,0,1,0,1,0
234,235,0.01,0,1,TomJones,24,9753_TomJones_24_f.jpg,TomJones,AudreyHepburn,0.78,13.18879318,0.032516319,-649.1719142,1,0,0,1,0,1,0
235,236,0.01,0,1,TomJones,38,9764_TomJones_38_f.jpg,TomJones,TomJones,-2.74,11.20512867,0.171047032,5606.807375,1,0,1,0,1,0,0
236,237,0.01,0,1,TomJones,68,9782_TomJones_68_f.jpg,TomJones,TomJones,-2.06,13.07370472,0.070543528,-6180.347268,1,0,1,0,1,0,0
237,238,0.01,0,1,TomJones,69,9783_TomJones_69_f.jpg,TomJones,AudreyHepburn,0.01,13.89369202,-0.033956543,0.000168078,1,0,0,1,0,1,0
238,239,0.01,0,1,PaulAnka,46,99_PaulAnka_46_m.jpg,MickJagger,MickJagger,-13.93,2.661094427,0.871204317,45988.94409,0,1,0,1,0,0,1
